Category,City,Country/Region,Customer Name,Order Date,Order ID,Postal Code,Region,Segment,Ship Date,Ship Mode,State,Sub-Category,Year Label,Days to Ship,Discount,Profit,Quantity,Sales
Office Supplies,San Jose,United States,Stephanie Phelps,5/31/2020,CA-2020-124919,95123,West,Corporate,6/2/2020,First Class,California,Paper,2020,2,0,48.5392,4,105.52
Office Supplies,San Jose,United States,Stephanie Phelps,5/31/2020,CA-2020-124919,95123,West,Corporate,6/2/2020,First Class,California,Storage,2020,2,0,21.0288,6,80.88
Office Supplies,Seattle,United States,Neil Knudson,5/28/2020,CA-2020-118948,98105,West,Home Office,6/3/2020,Standard Class,Washington,Art,2020,6,0,1.7901,3,6.63
Furniture,Seattle,United States,Dave Brooks,3/1/2019,CA-2019-104269,98115,West,Consumer,3/6/2019,Second Class,Washington,Chairs,2019,5,0.2,51.4764,2,457.568
Office Supplies,Edmond,United States,Nora Paige,11/20/2021,CA-2021-114104,73034,Central,Consumer,11/24/2021,Standard Class,Oklahoma,Labels,2021,4,0,6.8714,2,14.62
Technology,Edmond,United States,Nora Paige,11/20/2021,CA-2021-114104,73034,Central,Consumer,11/24/2021,Standard Class,Oklahoma,Phones,2021,4,0,236.2325,7,944.93
Office Supplies,Los Angeles,United States,Ted Trevino,5/11/2021,CA-2021-162733,90045,West,Consumer,5/12/2021,First Class,California,Paper,2021,1,0,2.691,1,5.98
Technology,Philadelphia,United States,Eric Murdock,12/28/2020,CA-2020-119697,19134,East,Consumer,12/31/2020,Second Class,Pennsylvania,Accessories,2020,3,0.2,1.3596,2,54.384
Office Supplies,Carlsbad,United States,Ruben Dartt,11/16/2021,CA-2021-154508,88220,West,Consumer,11/20/2021,Standard Class,New Mexico,Envelopes,2021,4,0,13.348,5,28.4
Office Supplies,Seattle,United States,Max Jones,11/7/2021,CA-2021-113817,98115,West,Consumer,11/11/2021,Standard Class,Washington,Binders,2021,4,0.2,9.688,2,27.68
Office Supplies,San Antonio,United States,Becky Martin,9/8/2019,CA-2019-139892,78207,Central,Consumer,9/12/2019,Standard Class,Texas,Art,2019,4,0.2,2.7324,3,9.936
Technology,San Antonio,United States,Becky Martin,9/8/2019,CA-2019-139892,78207,Central,Consumer,9/12/2019,Standard Class,Texas,Machines,2019,4,0.4,-1359.992,8,8159.952
Office Supplies,San Antonio,United States,Becky Martin,9/8/2019,CA-2019-139892,78207,Central,Consumer,9/12/2019,Standard Class,Texas,Storage,2019,4,0.2,-58.6347,3,275.928
Furniture,San Antonio,United States,Becky Martin,9/8/2019,CA-2019-139892,78207,Central,Consumer,9/12/2019,Standard Class,Texas,Chairs,2019,4,0.3,-24.858,9,1740.06
Office Supplies,San Antonio,United States,Becky Martin,9/8/2019,CA-2019-139892,78207,Central,Consumer,9/12/2019,Standard Class,Texas,Art,2019,4,0.2,6.8136,6,32.064
Office Supplies,San Antonio,United States,Becky Martin,9/8/2019,CA-2019-139892,78207,Central,Consumer,9/12/2019,Standard Class,Texas,Appliances,2019,4,0.8,-453.849,5,177.98
Technology,San Antonio,United States,Becky Martin,9/8/2019,CA-2019-139892,78207,Central,Consumer,9/12/2019,Standard Class,Texas,Phones,2019,4,0.2,8.9985,3,143.976
Office Supplies,Los Angeles,United States,Chad Sievert,8/5/2019,CA-2019-118962,90004,West,Consumer,8/9/2019,Standard Class,California,Paper,2019,4,0,9.8418,3,20.94
Office Supplies,Los Angeles,United States,Chad Sievert,8/5/2019,CA-2019-118962,90004,West,Consumer,8/9/2019,Standard Class,California,Paper,2019,4,0,53.2608,2,110.96
Furniture,Los Angeles,United States,Chad Sievert,8/5/2019,CA-2019-118962,90004,West,Consumer,8/9/2019,Standard Class,California,Chairs,2019,4,0.2,21.259,7,340.144
Office Supplies,Chicago,United States,Jennifer Braxton,9/14/2019,US-2019-100853,60623,Central,Corporate,9/19/2019,Standard Class,Illinois,Appliances,2019,5,0.8,-131.12,2,52.448
Office Supplies,Chicago,United States,Jennifer Braxton,9/14/2019,US-2019-100853,60623,Central,Corporate,9/19/2019,Standard Class,Illinois,Labels,2019,5,0.2,6.552,4,20.16
Office Supplies,Houston,United States,Shirley Jackson,4/21/2022,US-2022-152366,77036,Central,Consumer,4/25/2022,Second Class,Texas,Appliances,2022,4,0.8,-243.16,4,97.264
Furniture,Newark,United States,Joel Eaton,11/21/2020,US-2020-101511,43055,East,Consumer,11/23/2020,Second Class,Ohio,Chairs,2020,2,0.3,-11.3372,7,396.802
Office Supplies,Newark,United States,Joel Eaton,11/21/2020,US-2020-101511,43055,East,Consumer,11/23/2020,Second Class,Ohio,Supplies,2020,2,0.2,-3.7715,5,15.88
Office Supplies,New York City,United States,Jim Kriz,12/15/2020,CA-2020-137225,10009,East,Home Office,12/19/2020,Standard Class,New York,Art,2020,4,0,1.4104,1,3.28
Office Supplies,Decatur,United States,David Kendrick,12/5/2019,CA-2019-166191,62521,Central,Corporate,12/9/2019,Second Class,Illinois,Storage,2019,4,0.2,1.8612,2,24.816
Technology,Decatur,United States,David Kendrick,12/5/2019,CA-2019-166191,62521,Central,Corporate,12/9/2019,Second Class,Illinois,Accessories,2019,4,0.2,76.6395,7,408.744
Technology,Monroe,United States,Robert Marley,11/19/2019,CA-2019-158274,71203,South,Home Office,11/24/2019,Second Class,Louisiana,Phones,2019,5,0,131.0296,4,503.96
Technology,Monroe,United States,Robert Marley,11/19/2019,CA-2019-158274,71203,South,Home Office,11/24/2019,Second Class,Louisiana,Phones,2019,5,0,41.986,5,149.95
Technology,Monroe,United States,Robert Marley,11/19/2019,CA-2019-158274,71203,South,Home Office,11/24/2019,Second Class,Louisiana,Accessories,2019,5,0,7.25,2,29
Office Supplies,Fairfield,United States,Sally Knutson,11/28/2021,CA-2021-105018,6824,East,Consumer,12/2/2021,Standard Class,Connecticut,Binders,2021,4,0,3.4368,2,7.16
Technology,Los Angeles,United States,Frank Merwin,8/26/2019,CA-2019-123260,90032,West,Home Office,8/30/2019,Standard Class,California,Accessories,2019,4,0,22.984,8,176.8
Office Supplies,Grand Prairie,United States,Alice McCarthy,7/16/2021,CA-2021-157000,75051,Central,Corporate,7/22/2021,Standard Class,Texas,Storage,2021,6,0.2,3.7224,3,37.224
Office Supplies,Grand Prairie,United States,Alice McCarthy,7/16/2021,CA-2021-157000,75051,Central,Corporate,7/22/2021,Standard Class,Texas,Paper,2021,6,0.2,6.255,3,20.016
Furniture,New York City,United States,Mark Packer,10/12/2020,CA-2020-102281,10035,East,Home Office,10/14/2020,First Class,New York,Bookcases,2020,2,0.2,112.392,4,899.136
Technology,New York City,United States,Mark Packer,10/12/2020,CA-2020-102281,10035,East,Home Office,10/14/2020,First Class,New York,Phones,2020,2,0,20.0928,6,71.76
Office Supplies,New York City,United States,Mark Packer,10/12/2020,CA-2020-102281,10035,East,Home Office,10/14/2020,First Class,New York,Paper,2020,2,0,24.8832,8,51.84
Furniture,New York City,United States,Mark Packer,10/12/2020,CA-2020-102281,10035,East,Home Office,10/14/2020,First Class,New York,Bookcases,2020,2,0.2,46.9764,3,626.352
Office Supplies,New York City,United States,Mark Packer,10/12/2020,CA-2020-102281,10035,East,Home Office,10/14/2020,First Class,New York,Art,2020,2,0,6.567,5,19.9
Office Supplies,Redlands,United States,Mary Zewe,10/31/2020,CA-2020-131457,92374,West,Corporate,11/6/2020,Standard Class,California,Envelopes,2020,6,0,6.7116,7,14.28
Office Supplies,Hamilton,United States,Cassandra Brandow,3/21/2019,CA-2019-140004,45011,East,Consumer,3/25/2019,Standard Class,Ohio,Art,2019,4,0.2,1.2038,2,7.408
Office Supplies,Hamilton,United States,Cassandra Brandow,3/21/2019,CA-2019-140004,45011,East,Consumer,3/25/2019,Standard Class,Ohio,Art,2019,4,0.2,1.5876,3,6.048
Office Supplies,Westfield,United States,Valerie Mitchum,11/6/2022,CA-2022-107720,7090,East,Home Office,11/13/2022,Standard Class,New Jersey,Storage,2022,7,0,12.0276,3,46.26
Office Supplies,Philadelphia,United States,Fred Hopkins,7/6/2022,US-2022-124303,19120,East,Corporate,7/13/2022,Standard Class,Pennsylvania,Binders,2022,7,0.7,-2.2586,2,2.946
Office Supplies,Philadelphia,United States,Fred Hopkins,7/6/2022,US-2022-124303,19120,East,Corporate,7/13/2022,Standard Class,Pennsylvania,Paper,2022,7,0.2,5.8203,3,16.056
Office Supplies,Akron,United States,Maria Bertelson,6/24/2022,CA-2022-105074,44312,East,Consumer,6/29/2022,Standard Class,Ohio,Paper,2022,5,0.2,6.795,3,21.744
Furniture,Denver,United States,Bruce Stewart,8/3/2019,CA-2019-133690,80219,West,Consumer,8/5/2019,First Class,Colorado,Tables,2019,2,0.5,-161.875,2,218.75
Office Supplies,Denver,United States,Bruce Stewart,8/3/2019,CA-2019-133690,80219,West,Consumer,8/5/2019,First Class,Colorado,Appliances,2019,2,0.2,0.2925,1,2.6
Office Supplies,Dallas,United States,Logan Currie,12/17/2022,US-2022-116701,75220,Central,Consumer,12/21/2022,Second Class,Texas,Appliances,2022,4,0.8,-178.9668,2,66.284
Furniture,Franklin,United States,Heather Kirkland,6/3/2022,CA-2022-126382,37064,South,Corporate,6/7/2022,Standard Class,Tennessee,Furnishings,2022,4,0.2,9.6712,7,35.168
Technology,Whittier,United States,Laurel Elliston,12/9/2022,CA-2022-108329,90604,West,Consumer,12/14/2022,Standard Class,California,Phones,2022,5,0.2,44.4768,4,444.768
Office Supplies,Saginaw,United States,Joseph Holt,12/1/2022,CA-2022-135860,48601,Central,Consumer,12/7/2022,Standard Class,Michigan,Storage,2022,6,0,5.8744,4,83.92
Technology,Saginaw,United States,Joseph Holt,12/1/2022,CA-2022-135860,48601,Central,Consumer,12/7/2022,Standard Class,Michigan,Phones,2022,6,0,35.6346,2,131.98
Office Supplies,Saginaw,United States,Joseph Holt,12/1/2022,CA-2022-135860,48601,Central,Consumer,12/7/2022,Standard Class,Michigan,Binders,2022,6,0,7.4824,4,15.92
Office Supplies,Saginaw,United States,Joseph Holt,12/1/2022,CA-2022-135860,48601,Central,Consumer,12/7/2022,Standard Class,Michigan,Fasteners,2022,6,0,16.2099,9,52.29
Office Supplies,Saginaw,United States,Joseph Holt,12/1/2022,CA-2022-135860,48601,Central,Consumer,12/7/2022,Standard Class,Michigan,Storage,2022,6,0,3.6796,1,91.99
Technology,Dallas,United States,Michael Stewart,2/9/2020,CA-2020-101007,75220,Central,Corporate,2/13/2020,Second Class,Texas,Accessories,2020,4,0.2,6.5,2,20.8
Office Supplies,Medina,United States,Victoria Wilson,1/2/2020,CA-2020-146262,44256,East,Corporate,1/9/2020,Standard Class,Ohio,Labels,2020,7,0.2,8.88,2,23.68
Furniture,Medina,United States,Victoria Wilson,1/2/2020,CA-2020-146262,44256,East,Corporate,1/9/2020,Standard Class,Ohio,Bookcases,2020,7,0.5,-244.323,5,452.45
Technology,Medina,United States,Victoria Wilson,1/2/2020,CA-2020-146262,44256,East,Corporate,1/9/2020,Standard Class,Ohio,Phones,2020,7,0.4,-14.6958,3,62.982
Technology,Medina,United States,Victoria Wilson,1/2/2020,CA-2020-146262,44256,East,Corporate,1/9/2020,Standard Class,Ohio,Machines,2020,7,0.7,-950.4,9,1188
Technology,Medina,United States,Victoria Wilson,1/2/2020,CA-2020-146262,44256,East,Corporate,1/9/2020,Standard Class,Ohio,Accessories,2020,7,0.2,4.4792,2,89.584
Office Supplies,Los Angeles,United States,Jonathan Howell,10/28/2021,CA-2021-130162,90032,West,Consumer,11/1/2021,Standard Class,California,Storage,2021,4,0,26.0568,6,93.06
Technology,Los Angeles,United States,Jonathan Howell,10/28/2021,CA-2021-130162,90032,West,Consumer,11/1/2021,Standard Class,California,Phones,2021,4,0.2,22.6782,3,302.376
Office Supplies,Dublin,United States,Joni Blumstein,12/24/2020,CA-2020-169397,43017,East,Consumer,12/27/2020,First Class,Ohio,Fasteners,2020,3,0.2,1.8148,2,5.584
Office Supplies,Dublin,United States,Joni Blumstein,12/24/2020,CA-2020-169397,43017,East,Consumer,12/27/2020,First Class,Ohio,Paper,2020,3,0.2,8.2302,6,22.704
Office Supplies,Dublin,United States,Joni Blumstein,12/24/2020,CA-2020-169397,43017,East,Consumer,12/27/2020,First Class,Ohio,Binders,2020,3,0.7,-13.8432,4,19.776
Furniture,Dublin,United States,Joni Blumstein,12/24/2020,CA-2020-169397,43017,East,Consumer,12/27/2020,First Class,Ohio,Furnishings,2020,3,0.2,19.0848,4,72.704
Technology,Dublin,United States,Joni Blumstein,12/24/2020,CA-2020-169397,43017,East,Consumer,12/27/2020,First Class,Ohio,Machines,2020,3,0.7,-383.9904,4,479.988
Office Supplies,Dublin,United States,Joni Blumstein,12/24/2020,CA-2020-169397,43017,East,Consumer,12/27/2020,First Class,Ohio,Art,2020,3,0.2,2.7168,2,27.168
Office Supplies,Detroit,United States,David Smith,8/9/2020,CA-2020-163055,48227,Central,Corporate,8/16/2020,Standard Class,Michigan,Art,2020,7,0,0.968,1,2.2
Furniture,Detroit,United States,David Smith,8/9/2020,CA-2020-163055,48227,Central,Corporate,8/16/2020,Standard Class,Michigan,Tables,2020,7,0,136.939,5,622.45
Office Supplies,Detroit,United States,David Smith,8/9/2020,CA-2020-163055,48227,Central,Corporate,8/16/2020,Standard Class,Michigan,Storage,2020,7,0,0.2198,1,21.98
Furniture,Columbia,United States,Valerie Dominguez,2/28/2020,US-2020-145436,38401,South,Consumer,3/4/2020,Standard Class,Tennessee,Chairs,2020,5,0.2,-28.2744,2,161.568
Furniture,Columbia,United States,Valerie Dominguez,2/28/2020,US-2020-145436,38401,South,Consumer,3/4/2020,Standard Class,Tennessee,Chairs,2020,5,0.2,43.8408,8,389.696
Office Supplies,Charlotte,United States,Erin Ashbrook,9/13/2019,US-2019-156216,28205,South,Corporate,9/17/2019,Standard Class,North Carolina,Binders,2019,4,0.7,-12.432,7,18.648
Furniture,Tampa,United States,Christopher Schild,4/7/2022,US-2022-100930,33614,South,Home Office,4/12/2022,Standard Class,Florida,Tables,2022,5,0.45,-102.048,2,233.86
Furniture,Tampa,United States,Christopher Schild,4/7/2022,US-2022-100930,33614,South,Home Office,4/12/2022,Standard Class,Florida,Tables,2022,5,0.45,-248.2458,3,620.6145
Office Supplies,Tampa,United States,Christopher Schild,4/7/2022,US-2022-100930,33614,South,Home Office,4/12/2022,Standard Class,Florida,Binders,2022,5,0.7,-3.552,2,5.328
Furniture,Tampa,United States,Christopher Schild,4/7/2022,US-2022-100930,33614,South,Home Office,4/12/2022,Standard Class,Florida,Furnishings,2022,5,0.2,0,3,258.072
Technology,Tampa,United States,Christopher Schild,4/7/2022,US-2022-100930,33614,South,Home Office,4/12/2022,Standard Class,Florida,Accessories,2022,5,0.2,-7.7247,3,617.976
Office Supplies,Santa Clara,United States,David Bremer,11/12/2022,CA-2022-160514,95051,West,Corporate,11/16/2022,Standard Class,California,Paper,2022,4,0,4.752,2,10.56
Office Supplies,Chicago,United States,Ken Lonsdale,6/4/2021,CA-2021-157749,60610,Central,Consumer,6/9/2021,Second Class,Illinois,Paper,2021,5,0.2,9.396,5,25.92
Furniture,Chicago,United States,Ken Lonsdale,6/4/2021,CA-2021-157749,60610,Central,Consumer,6/9/2021,Second Class,Illinois,Furnishings,2021,5,0.6,-356.728,5,419.68
Furniture,Chicago,United States,Ken Lonsdale,6/4/2021,CA-2021-157749,60610,Central,Consumer,6/9/2021,Second Class,Illinois,Furnishings,2021,5,0.6,-4.6752,3,11.688
Technology,Chicago,United States,Ken Lonsdale,6/4/2021,CA-2021-157749,60610,Central,Consumer,6/9/2021,Second Class,Illinois,Phones,2021,5,0.2,11.1944,2,31.984
Furniture,Chicago,United States,Ken Lonsdale,6/4/2021,CA-2021-157749,60610,Central,Consumer,6/9/2021,Second Class,Illinois,Tables,2021,5,0.5,-120.513,5,177.225
Furniture,Chicago,United States,Ken Lonsdale,6/4/2021,CA-2021-157749,60610,Central,Consumer,6/9/2021,Second Class,Illinois,Furnishings,2021,5,0.6,-2.8308,3,4.044
Office Supplies,Chicago,United States,Ken Lonsdale,6/4/2021,CA-2021-157749,60610,Central,Consumer,6/9/2021,Second Class,Illinois,Art,2021,5,0.2,1.2038,2,7.408
Furniture,Lakeville,United States,Dianna Wilson,6/1/2019,CA-2019-131926,55044,Central,Home Office,6/6/2019,Second Class,Minnesota,Chairs,2019,5,0,580.5394,7,2001.86
Office Supplies,Lakeville,United States,Dianna Wilson,6/1/2019,CA-2019-131926,55044,Central,Home Office,6/6/2019,Second Class,Minnesota,Storage,2019,5,0,41.68,2,166.72
Office Supplies,Lakeville,United States,Dianna Wilson,6/1/2019,CA-2019-131926,55044,Central,Home Office,6/6/2019,Second Class,Minnesota,Paper,2019,5,0,23.94,6,47.88
Office Supplies,Lakeville,United States,Dianna Wilson,6/1/2019,CA-2019-131926,55044,Central,Home Office,6/6/2019,Second Class,Minnesota,Appliances,2019,5,0,496.0725,5,1503.25
Office Supplies,Lakeville,United States,Dianna Wilson,6/1/2019,CA-2019-131926,55044,Central,Home Office,6/6/2019,Second Class,Minnesota,Paper,2019,5,0,12.4416,4,25.92
Furniture,San Francisco,United States,Logan Haushalter,12/10/2021,CA-2021-154739,94109,West,Consumer,12/15/2021,Second Class,California,Chairs,2021,5,0.2,28.1372,2,321.568
Office Supplies,San Diego,United States,Kelly Collister,9/11/2021,CA-2021-145625,92037,West,Consumer,9/17/2021,Standard Class,California,Paper,2021,6,0,3.5767,1,7.61
Technology,San Diego,United States,Kelly Collister,9/11/2021,CA-2021-145625,92037,West,Consumer,9/17/2021,Standard Class,California,Accessories,2021,6,0,636.0003,13,3347.37
Office Supplies,New York City,United States,Delfina Latchford,12/10/2021,CA-2021-146941,10024,East,Consumer,12/13/2021,First Class,New York,Storage,2021,3,0,22.5624,6,80.58
Office Supplies,New York City,United States,Delfina Latchford,12/10/2021,CA-2021-146941,10024,East,Consumer,12/13/2021,First Class,New York,Envelopes,2021,3,0,162.864,4,361.92
Furniture,Chicago,United States,Dan Reichenbach,11/28/2020,US-2020-159982,60623,Central,Corporate,12/4/2020,Standard Class,Illinois,Furnishings,2020,6,0.6,-8.4924,9,12.132
Office Supplies,Chicago,United States,Dan Reichenbach,11/28/2020,US-2020-159982,60623,Central,Corporate,12/4/2020,Standard Class,Illinois,Storage,2020,6,0.2,-19.5624,2,82.368
Office Supplies,Chicago,United States,Dan Reichenbach,11/28/2020,US-2020-159982,60623,Central,Corporate,12/4/2020,Standard Class,Illinois,Storage,2020,6,0.2,4.044,5,53.92
Technology,Chicago,United States,Dan Reichenbach,11/28/2020,US-2020-159982,60623,Central,Corporate,12/4/2020,Standard Class,Illinois,Phones,2020,6,0.2,56.6916,6,647.904
Technology,New York City,United States,Craig Carreira,12/1/2022,CA-2022-163139,10009,East,Consumer,12/3/2022,Second Class,New York,Accessories,2022,2,0,6.9258,3,20.37
Office Supplies,New York City,United States,Craig Carreira,12/1/2022,CA-2022-163139,10009,East,Consumer,12/3/2022,Second Class,New York,Storage,2022,2,0,6.6465,3,221.55
Office Supplies,New York City,United States,Craig Carreira,12/1/2022,CA-2022-163139,10009,East,Consumer,12/3/2022,Second Class,New York,Binders,2022,2,0.2,6.132,5,17.52
Office Supplies,Pasadena,United States,Dorris liebe,6/8/2022,US-2022-155299,77506,Central,Corporate,6/12/2022,Standard Class,Texas,Appliances,2022,4,0.8,-4.466,2,1.624
Technology,Houston,United States,Sean Braxton,9/19/2019,US-2019-106992,77036,Central,Corporate,9/21/2019,Second Class,Texas,Machines,2019,2,0.4,-509.997,3,3059.982
Technology,Houston,United States,Sean Braxton,9/19/2019,US-2019-106992,77036,Central,Corporate,9/21/2019,Second Class,Texas,Machines,2019,2,0.4,-251.9958,7,2519.958
Technology,Chicago,United States,Roy Collins,6/6/2021,CA-2021-125318,60610,Central,Consumer,6/13/2021,Standard Class,Illinois,Phones,2021,7,0.2,28.7196,4,328.224
Technology,Brentwood,United States,Alan Hwang,11/10/2020,CA-2020-155040,94513,West,Consumer,11/15/2020,Standard Class,California,Accessories,2020,5,0,35.156,2,79.9
Office Supplies,Chapel Hill,United States,Claudia Bergmann,6/16/2022,CA-2022-136826,27514,South,Corporate,6/20/2022,Standard Class,North Carolina,Art,2022,4,0.2,4.7304,3,14.016
Office Supplies,Morristown,United States,Paul Gonzalez,1/22/2021,CA-2021-111010,7960,East,Consumer,1/28/2021,Standard Class,New Jersey,Fasteners,2021,6,0,0.3024,6,7.56
Office Supplies,Cincinnati,United States,Christine Abelman,12/9/2022,US-2022-145366,45231,East,Corporate,12/13/2022,Standard Class,Ohio,Storage,2022,4,0.2,-7.4416,1,37.208
Office Supplies,Cincinnati,United States,Christine Abelman,12/9/2022,US-2022-145366,45231,East,Corporate,12/13/2022,Standard Class,Ohio,Envelopes,2022,4,0.2,21.591,3,57.576
